asin,first_timestamp,last_timestamp,reference_start_position,reference_end_position,reference_n,reference_mean,reference_count_1,reference_count_2,reference_count_3,reference_count_4,reference_count_5,calibration_1_start_position,calibration_1_end_position,calibration_1_n,calibration_1_mean,calibration_1_count_1,calibration_1_count_2,calibration_1_count_3,calibration_1_count_4,calibration_1_count_5,calibration_2_start_position,calibration_2_end_position,calibration_2_n,calibration_2_mean,calibration_2_count_1,calibration_2_count_2,calibration_2_count_3,calibration_2_count_4,calibration_2_count_5,experimental_A_start_position,experimental_A_end_position,experimental_A_n,experimental_A_mean,experimental_A_count_1,experimental_A_count_2,experimental_A_count_3,experimental_A_count_4,experimental_A_count_5,experimental_B_start_position,experimental_B_end_position,experimental_B_n,experimental_B_mean,experimental_B_count_1,experimental_B_count_2,experimental_B_count_3,experimental_B_count_4,experimental_B_count_5,holdout_1_start_position,holdout_1_end_position,holdout_1_n,holdout_1_mean,holdout_1_count_1,holdout_1_count_2,holdout_1_count_3,holdout_1_count_4,holdout_1_count_5,holdout_2_start_position,holdout_2_end_position,holdout_2_n,holdout_2_mean,holdout_2_count_1,holdout_2_count_2,holdout_2_count_3,holdout_2_count_4,holdout_2_count_5
B00029QOV8,1110666751000,1485739299000,1,120,120,3.941666666666667,20,5,10,12,73,121,150,30,4.433333333333334,2,0,1,7,20,151,180,30,4.033333333333333,4,3,1,2,20,181,210,30,4.4,3,1,0,3,23,211,240,30,4.4,3,0,2,2,23,241,270,30,4.4,1,1,4,3,21,271,300,30,4.566666666666666,1,1,2,2,24
B00029QOW2,1112115600000,1414498552000,1,120,120,4.375,7,7,3,20,83,121,150,30,3.7666666666666666,7,2,0,3,18,151,180,30,4.033333333333333,2,4,2,5,17,181,210,30,4.366666666666666,0,4,1,5,20,211,240,30,4.3,4,0,0,5,21,241,270,30,4.4,0,2,1,10,17,271,300,30,4.166666666666667,2,1,4,6,17
B0002A3S66,1102172590000,1353854573000,1,120,120,4.108333333333333,10,6,6,37,61,121,150,30,4.2,1,0,5,10,14,151,180,30,3.7333333333333334,6,2,2,4,16,181,210,30,3.8333333333333335,4,3,2,6,15,211,240,30,3.466666666666667,7,4,0,6,13,241,270,30,3.6333333333333333,6,1,3,8,12,271,300,30,3.533333333333333,7,2,2,6,13
B0002AKCOC,1111251925000,1323042766000,1,120,120,4.466666666666667,5,4,1,30,80,121,150,30,4.533333333333333,0,0,1,12,17,151,180,30,4.7,0,1,1,4,24,181,210,30,4.6,1,0,1,6,22,211,240,30,4.3,2,2,0,7,19,241,270,30,4.333333333333333,2,0,0,12,16,271,300,30,4.766666666666667,0,0,0,7,23
B0002COJW6,1220464332000,1515290402921,1,120,120,4.575,3,2,4,25,86,121,150,30,4.666666666666667,1,0,1,4,24,151,180,30,4.533333333333333,0,1,3,5,21,181,210,30,4.533333333333333,1,0,2,6,21,211,240,30,4.6,0,0,4,4,22,241,270,30,4.733333333333333,0,1,1,3,25,271,300,30,4.633333333333334,0,1,0,8,21
B0002FCGMI,1108140494000,1507245440499,1,120,120,3.841666666666667,12,11,12,34,51,121,150,30,3.933333333333333,2,3,5,5,15,151,180,30,4.1,2,1,6,4,17,181,210,30,3.566666666666667,8,1,2,4,15,211,240,30,4.2,0,1,7,7,15,241,270,30,3.7,6,2,2,5,15,271,300,30,3.533333333333333,8,2,3,0,17
B0002FCGMS,1126196637000,1453784293000,1,120,120,4.166666666666667,4,5,16,37,58,121,150,30,4.2,1,3,1,9,16,151,180,30,4.166666666666667,1,2,3,9,15,181,210,30,4.566666666666666,0,1,4,2,23,211,240,30,4.466666666666667,0,2,2,6,20,241,270,30,4.266666666666667,2,1,3,5,19,271,300,30,4.166666666666667,1,2,5,5,17
B0002HSFB2,1162730365000,1405446839000,1,120,120,4.241666666666666,10,4,6,27,73,121,150,30,4.566666666666666,1,1,2,2,24,151,180,30,4.366666666666666,2,1,0,8,19,181,210,30,4.766666666666667,0,0,2,3,25,211,240,30,3.966666666666667,1,5,4,4,16,241,270,30,4.366666666666666,0,2,2,9,17,271,300,30,4.366666666666666,2,1,2,4,21
B0002I5QHW,1154743662000,1358960080000,1,120,120,4.075,13,5,7,30,65,121,150,30,3.8666666666666667,4,3,2,5,16,151,180,30,4.366666666666666,3,1,0,4,22,181,210,30,4.133333333333334,2,3,2,5,18,211,240,30,3.8666666666666667,6,1,1,5,17,241,270,30,3.7333333333333334,4,3,3,7,13,271,300,30,4.5,2,0,1,5,22
B0002I5QJU,1264372042000,1601251957025,1,120,120,4.525,2,2,6,31,79,121,150,30,4.266666666666667,2,3,1,3,21,151,180,30,3.7,4,4,4,3,15,181,210,30,4.166666666666667,1,1,6,6,16,211,240,30,4.0,1,4,5,4,16,241,270,30,4.2,5,0,1,2,22,271,300,30,3.4,8,2,3,4,13
B0002ITQHS,1166497323000,1385617361000,1,120,120,4.525,8,1,5,12,94,121,150,30,4.866666666666666,0,0,1,2,27,151,180,30,4.6,1,1,1,3,24,181,210,30,4.366666666666666,3,0,1,5,21,211,240,30,4.933333333333334,0,0,0,2,28,241,270,30,4.6,2,0,1,2,25,271,300,30,4.366666666666666,3,0,1,5,21
B0002JA1JE,1168345314000,1400083319000,1,120,120,3.691666666666667,16,12,14,29,49,121,150,30,3.6333333333333333,4,3,7,2,14,151,180,30,4.5,1,0,4,3,22,181,210,30,4.0,3,3,2,5,17,211,240,30,3.7666666666666666,2,5,4,6,13,241,270,30,4.166666666666667,0,6,1,5,18,271,300,30,4.333333333333333,0,0,8,4,18
B0002JZCF2,1327936950000,1457998885000,1,120,120,4.441666666666666,2,5,10,24,79,121,150,30,4.7,0,0,1,7,22,151,180,30,4.5,0,1,2,8,19,181,210,30,4.4,1,0,2,10,17,211,240,30,4.3,2,2,1,5,20,241,270,30,4.533333333333333,1,1,3,1,24,271,300,30,4.366666666666666,0,1,4,8,17
B0002KNM08,1138039677000,1398537629000,1,120,120,4.05,8,6,8,48,50,121,150,30,3.1333333333333333,6,4,6,8,6,151,180,30,3.8333333333333335,1,2,5,15,7,181,210,30,3.9,1,1,10,6,12,211,240,30,4.0,3,0,4,10,13,241,270,30,3.7666666666666666,2,3,5,10,10,271,300,30,4.133333333333334,2,3,2,5,18
B0002KNPFU,1331071528000,1417816655000,1,120,120,4.391666666666667,4,3,12,24,77,121,150,30,4.333333333333333,1,2,2,6,19,151,180,30,4.433333333333334,1,0,4,5,20,181,210,30,4.733333333333333,0,0,2,4,24,211,240,30,4.466666666666667,1,0,3,6,20,241,270,30,4.566666666666666,0,0,2,9,19,271,300,30,4.6,0,1,2,5,22
B0002KWBIW,1168357079000,1383081176000,1,120,120,4.5,8,0,5,18,89,121,150,30,4.866666666666666,0,0,0,4,26,151,180,30,4.366666666666666,1,1,3,6,19,181,210,30,4.533333333333333,1,2,0,4,23,211,240,30,4.166666666666667,5,0,1,3,21,241,270,30,4.8,0,0,1,4,25,271,300,30,4.6,1,0,3,2,24
B0002KZMCY,1131571768000,1524510537052,1,120,120,4.366666666666666,11,6,4,6,93,121,150,30,4.3,2,1,2,6,19,151,180,30,4.6,1,1,2,1,25,181,210,30,4.733333333333333,1,0,0,4,25,211,240,30,4.166666666666667,3,3,2,0,22,241,270,30,4.633333333333334,1,1,1,2,25,271,300,30,4.133333333333334,5,1,0,3,21
B0002LXUEK,1210780410000,1531446705424,1,120,120,4.516666666666667,5,2,8,16,89,121,150,30,4.5,1,2,1,3,23,151,180,30,4.333333333333333,1,1,4,5,19,181,210,30,4.666666666666667,0,0,4,2,24,211,240,30,4.6,1,0,2,4,23,241,270,30,4.6,1,0,2,4,23,271,300,30,4.433333333333334,0,2,3,5,20
B0002LYZNK,1121464161000,1462159698000,1,120,120,4.416666666666667,5,5,9,17,84,121,150,30,4.566666666666666,2,0,0,5,23,151,180,30,4.766666666666667,0,0,1,5,24,181,210,30,4.8,0,0,2,2,26,211,240,30,4.8,1,0,0,2,27,241,270,30,4.7,0,0,2,5,23,271,300,30,4.766666666666667,0,0,1,5,24
B0002MGAVE,1244058207000,1473119719000,1,120,120,4.433333333333334,2,3,11,29,75,121,150,30,4.533333333333333,0,1,2,7,20,151,180,30,4.1,2,1,6,4,17,181,210,30,3.9,3,2,5,5,15,211,240,30,3.7666666666666666,4,2,4,7,13,241,270,30,4.2,1,2,4,6,17,271,300,30,3.8333333333333335,4,5,2,0,19
B0002MQZMI,1129575569000,1393012155000,1,120,120,3.5833333333333335,27,7,11,19,56,121,150,30,3.7,6,4,1,1,18,151,180,30,2.7333333333333334,14,2,1,4,9,181,210,30,3.8666666666666667,4,2,3,6,15,211,240,30,4.066666666666666,4,2,1,4,19,241,270,30,3.933333333333333,3,1,5,7,14,271,300,30,4.1,1,3,4,6,16
B0002OKDT2,1103834688000,1372295804000,1,120,120,4.475,8,0,7,17,88,121,150,30,4.333333333333333,1,2,2,6,19,151,180,30,4.233333333333333,2,1,2,8,17,181,210,30,4.133333333333334,2,2,2,8,16,211,240,30,4.533333333333333,2,0,0,6,22,241,270,30,4.5,1,1,1,6,21,271,300,30,4.8,0,0,1,4,25
B0002T1T3G,1160856382000,1530042814597,1,120,120,4.525,2,3,8,24,83,121,150,30,4.566666666666666,2,1,0,2,25,151,180,30,4.6,0,0,3,6,21,181,210,30,4.7,0,1,0,6,23,211,240,30,4.7,1,0,1,3,25,241,270,30,4.733333333333333,1,0,0,4,25,271,300,30,4.533333333333333,1,2,0,4,23
B0002T4ZL4,1161925038000,1461851032000,1,120,120,4.166666666666667,7,9,12,21,71,121,150,30,4.333333333333333,1,0,4,8,17,151,180,30,4.166666666666667,1,2,5,5,17,181,210,30,3.7666666666666666,5,1,5,4,15,211,240,30,4.0,2,1,6,7,14,241,270,30,4.033333333333333,2,3,3,6,16,271,300,30,4.5,0,1,4,4,21
B0002T4ZLO,1143212112000,1502111161002,1,120,120,3.683333333333333,13,20,12,22,53,121,150,30,3.6,3,6,2,8,11,151,180,30,3.9,1,3,8,4,14,181,210,30,3.533333333333333,6,2,6,2,14,211,240,30,3.966666666666667,2,2,4,9,13,241,270,30,3.933333333333333,2,2,6,6,14,271,300,30,3.7333333333333334,5,1,7,1,16
B0002T7KGG,1120275325000,1474584345000,1,120,120,4.575,3,3,8,14,92,121,150,30,4.533333333333333,1,0,4,2,23,151,180,30,4.133333333333334,4,1,3,1,21,181,210,30,3.7,5,3,2,6,14,211,240,30,4.333333333333333,1,0,6,4,19,241,270,30,3.933333333333333,6,0,0,8,16,271,300,30,4.566666666666666,0,1,4,2,23
B0002TG3GO,1168464234000,1463448781000,1,120,120,3.725,26,7,8,12,67,121,150,30,3.6333333333333333,5,5,1,4,15,151,180,30,3.433333333333333,5,5,4,4,12,181,210,30,3.033333333333333,6,7,4,6,7,211,240,30,3.433333333333333,5,3,6,6,10,241,270,30,3.6,3,3,8,5,11,271,300,30,3.6,6,2,4,4,14
B0002TSF10,1213419553000,1639761350386,1,120,120,4.366666666666666,10,3,8,11,88,121,150,30,4.466666666666667,1,0,4,4,21,151,180,30,4.333333333333333,2,1,1,7,19,181,210,30,3.6,5,2,6,4,13,211,240,30,3.8,6,3,1,1,19,241,270,30,3.9,5,3,1,2,19,271,300,30,4.233333333333333,2,3,2,2,21
B0002TUVEO,1233236343000,1608475964610,1,120,120,4.441666666666666,5,5,8,16,86,121,150,30,4.566666666666666,2,0,0,5,23,151,180,30,4.8,0,0,1,4,25,181,210,30,4.866666666666666,0,0,0,4,26,211,240,30,4.4,3,0,1,4,22,241,270,30,4.066666666666666,4,2,1,4,19,271,300,30,4.166666666666667,0,5,1,8,16
B0002U34EW,1143574520000,1481655857000,1,120,120,4.525,6,3,7,10,94,121,150,30,4.2,3,2,2,2,21,151,180,30,4.7,1,1,0,2,26,181,210,30,4.766666666666667,0,1,1,2,26,211,240,30,4.066666666666666,4,2,1,4,19,241,270,30,4.466666666666667,3,1,0,1,25,271,300,30,4.5,2,2,0,1,25
B0002U356Y,1215688497000,1528143112840,1,120,120,3.4916666666666667,27,15,7,14,57,121,150,30,4.233333333333333,5,0,0,3,22,151,180,30,3.533333333333333,9,0,1,6,14,181,210,30,3.966666666666667,5,2,0,5,18,211,240,30,4.1,5,1,1,2,21,241,270,30,3.6333333333333333,9,1,1,0,19,271,300,30,2.7,15,0,3,3,9
B0002U72LS,1293577757000,1467301885000,1,120,120,4.4,3,6,8,26,77,121,150,30,4.1,3,2,3,3,19,151,180,30,4.566666666666666,1,1,0,6,22,181,210,30,4.566666666666666,1,0,2,5,22,211,240,30,4.6,0,0,3,6,21,241,270,30,4.333333333333333,2,1,2,5,20,271,300,30,4.566666666666666,1,1,1,4,23
B0002UMYDE,1140805977000,1425936913000,1,120,120,4.575,5,4,3,13,95,121,150,30,4.8,1,0,0,2,27,151,180,30,4.566666666666666,1,1,1,4,23,181,210,30,4.6,0,2,2,2,24,211,240,30,4.5,2,0,1,5,22,241,270,30,4.466666666666667,3,0,0,4,23,271,300,30,4.633333333333334,0,0,4,3,23
B0002VAFVG,1101428084000,1274318136000,1,120,120,4.575,5,1,3,22,89,121,150,30,4.5,1,1,3,2,23,151,180,30,4.8,0,0,0,6,24,181,210,30,4.4,2,1,1,5,21,211,240,30,4.3,2,0,4,5,19,241,270,30,4.366666666666666,3,1,1,2,23,271,300,30,4.633333333333334,1,0,1,5,23
B0002VAFWA,1109642608000,1432664537000,1,120,120,3.875,11,15,7,32,55,121,150,30,3.533333333333333,4,4,4,8,10,151,180,30,3.6666666666666665,6,1,3,7,13,181,210,30,3.566666666666667,5,4,3,5,13,211,240,30,3.933333333333333,5,1,1,7,16,241,270,30,3.4,8,3,0,7,12,271,300,30,4.666666666666667,0,1,2,3,24
B0002Y5X9W,1107194026000,1324490771000,1,120,120,4.358333333333333,10,5,6,10,89,121,150,30,4.866666666666666,0,0,0,4,26,151,180,30,4.533333333333333,2,0,1,4,23,181,210,30,4.633333333333334,2,0,1,1,26,211,240,30,3.966666666666667,5,1,3,2,19,241,270,30,3.5,8,3,1,2,16,271,300,30,2.7,14,2,3,1,10
B0002Y5XA6,1109208642000,1596991425486,1,120,120,4.291666666666667,12,5,4,14,85,121,150,30,4.366666666666666,2,2,1,3,22,151,180,30,4.333333333333333,1,3,3,1,22,181,210,30,4.4,2,1,2,3,22,211,240,30,4.4,2,1,3,1,23,241,270,30,3.966666666666667,6,1,1,2,20,271,300,30,4.266666666666667,3,1,2,3,21
B0002YTFV4,1128201719000,1485864846000,1,120,120,4.258333333333334,4,7,12,28,69,121,150,30,4.366666666666666,2,1,2,4,21,151,180,30,4.5,1,2,2,1,24,181,210,30,4.733333333333333,0,0,2,4,24,211,240,30,4.733333333333333,0,1,1,3,25,241,270,30,4.7,0,1,1,4,24,271,300,30,4.8,1,0,0,2,27
B0002YTG3G,1129221932000,1439930915000,1,120,120,4.758333333333334,1,0,4,17,98,121,150,30,4.7,0,1,2,2,25,151,180,30,4.5,1,0,4,3,22,181,210,30,4.333333333333333,1,1,5,3,20,211,240,30,4.833333333333333,0,1,1,0,28,241,270,30,4.333333333333333,1,2,3,4,20,271,300,30,4.7,0,0,2,5,23
B0002YUNXS,1170821124000,1645832132361,1,120,120,4.766666666666667,2,1,2,13,102,121,150,30,4.866666666666666,1,0,0,0,29,151,180,30,4.866666666666666,0,0,0,4,26,181,210,30,4.666666666666667,0,1,1,5,23,211,240,30,4.9,0,0,1,1,28,241,270,30,4.633333333333334,2,0,0,3,25,271,300,30,4.1,4,0,5,1,20
B0002Z7OVQ,957294922000,1528915152894,1,120,120,4.425,6,4,9,15,86,121,150,30,4.3,3,1,1,4,21,151,180,30,4.666666666666667,0,0,3,4,23,181,210,30,4.133333333333334,4,1,0,7,18,211,240,30,4.533333333333333,2,1,0,3,24,241,270,30,4.466666666666667,1,1,2,5,21,271,300,30,4.166666666666667,4,0,3,3,20
B0002ZFXOQ,1218202706000,1521178092956,1,120,120,4.516666666666667,3,2,8,24,83,121,150,30,4.666666666666667,0,1,1,5,23,151,180,30,4.233333333333333,2,1,4,4,19,181,210,30,4.5,2,1,0,4,23,211,240,30,4.566666666666666,2,0,1,3,24,241,270,30,4.666666666666667,0,0,3,4,23,271,300,30,4.466666666666667,1,1,4,1,23
B000308BUI,1153451751000,1582898398763,1,120,120,4.325,5,7,9,22,77,121,150,30,4.433333333333334,1,3,0,4,22,151,180,30,4.533333333333333,0,1,1,9,19,181,210,30,4.766666666666667,0,0,2,3,25,211,240,30,4.466666666666667,2,0,2,4,22,241,270,30,4.133333333333334,4,1,2,3,20,271,300,30,4.333333333333333,3,0,1,6,20
B00030J1U2,1133563656000,1355617440000,1,120,120,4.408333333333333,6,7,3,20,84,121,150,30,4.5,1,1,1,6,21,151,180,30,4.2,3,1,2,5,19,181,210,30,4.166666666666667,4,2,1,1,22,211,240,30,4.533333333333333,2,0,1,4,23,241,270,30,3.8333333333333335,4,5,0,4,17,271,300,30,4.166666666666667,3,3,1,2,21
B00032KSUW,1168119421000,1576549335849,1,120,120,4.575,3,3,7,16,91,121,150,30,4.5,1,1,1,6,21,151,180,30,4.766666666666667,0,1,1,2,26,181,210,30,4.6,1,1,0,5,23,211,240,30,4.733333333333333,0,0,3,2,25,241,270,30,3.9,4,2,2,7,15,271,300,30,4.4,4,0,1,0,25
B00046YFHE,1114928519000,1411409857000,1,120,120,3.225,33,13,11,20,43,121,150,30,3.066666666666667,9,2,4,8,7,151,180,30,3.4,7,2,2,10,9,181,210,30,2.9,10,3,3,8,6,211,240,30,3.1666666666666665,8,3,3,8,8,241,270,30,3.3666666666666667,6,3,5,6,10,271,300,30,3.7333333333333334,4,3,6,1,16
B0004FLEXS,1101914324000,1575924454925,1,120,120,4.1,9,11,5,29,66,121,150,30,3.8,4,3,4,3,16,151,180,30,3.7333333333333334,6,1,2,7,14,181,210,30,3.2666666666666666,8,3,3,5,11,211,240,30,2.566666666666667,13,2,4,7,4,241,270,30,2.9,9,6,4,1,10,271,300,30,3.8333333333333335,5,1,4,4,16
B00061N0QO,1142911810000,1431713297000,1,120,120,4.366666666666666,6,6,10,14,84,121,150,30,4.466666666666667,2,0,3,2,23,151,180,30,4.733333333333333,0,0,1,6,23,181,210,30,4.633333333333334,1,0,2,3,24,211,240,30,4.366666666666666,2,0,4,3,21,241,270,30,4.466666666666667,1,2,0,6,21,271,300,30,4.266666666666667,3,1,2,3,21
B00061U43Q,1197060437000,1487511382000,1,120,120,4.45,4,4,7,24,81,121,150,30,4.8,0,1,0,3,26,151,180,30,4.533333333333333,0,1,3,5,21,181,210,30,4.633333333333334,1,0,0,7,22,211,240,30,4.5,1,1,1,6,21,241,270,30,4.5,0,0,5,5,20,271,300,30,4.466666666666667,0,1,5,3,21
B000638D32,1164652128000,1265390972000,1,120,120,4.833333333333333,1,1,1,11,106,121,150,30,4.933333333333334,0,0,0,2,28,151,180,30,4.733333333333333,1,0,1,2,26,181,210,30,4.6,2,0,0,4,24,211,240,30,4.766666666666667,0,1,1,2,26,241,270,30,4.7,0,0,2,5,23,271,300,30,4.766666666666667,0,0,1,5,24
B00063RWVG,1129089458000,1519500931673,1,120,120,4.766666666666667,2,1,3,11,103,121,150,30,4.966666666666667,0,0,0,1,29,151,180,30,4.933333333333334,0,0,0,2,28,181,210,30,4.7,1,0,2,1,26,211,240,30,4.766666666666667,1,0,1,1,27,241,270,30,4.8,0,0,2,2,26,271,300,30,4.9,0,0,1,1,28
B00063RX60,1142796242000,1509632233775,1,120,120,4.0,6,10,20,26,58,121,150,30,4.1,1,3,5,4,17,151,180,30,4.233333333333333,1,2,6,1,20,181,210,30,4.266666666666667,0,2,5,6,17,211,240,30,3.966666666666667,3,1,4,8,14,241,270,30,3.6,4,3,5,7,11,271,300,30,3.7,3,3,7,4,13
B00063RXKQ,1168400054000,1423945546000,1,120,120,4.691666666666666,2,0,7,15,96,121,150,30,4.766666666666667,0,0,1,5,24,151,180,30,4.766666666666667,0,1,1,2,26,181,210,30,4.566666666666666,0,1,4,2,23,211,240,30,4.7,1,0,0,5,24,241,270,30,4.833333333333333,0,1,0,2,27,271,300,30,4.7,0,0,3,3,24
B00063RXQK,1106397789000,1390377174000,1,120,120,4.716666666666667,4,3,1,7,105,121,150,30,4.766666666666667,0,1,1,2,26,151,180,30,4.566666666666666,1,1,2,2,24,181,210,30,4.733333333333333,0,0,2,4,24,211,240,30,4.733333333333333,1,0,1,2,26,241,270,30,4.866666666666666,1,0,0,0,29,271,300,30,4.766666666666667,0,0,2,3,25
B000665EUY,1141914768000,1489937039000,1,120,120,4.475,3,7,4,22,84,121,150,30,4.6,0,2,2,2,24,151,180,30,4.533333333333333,1,1,1,5,22,181,210,30,4.466666666666667,2,1,0,5,22,211,240,30,4.566666666666666,1,0,2,5,22,241,270,30,4.433333333333334,2,0,3,3,22,271,300,30,4.633333333333334,0,0,2,7,21
B00066XRO4,1121491104000,1388757631000,1,120,120,3.966666666666667,11,8,12,32,57,121,150,30,4.033333333333333,3,2,3,5,17,151,180,30,4.466666666666667,0,3,2,3,22,181,210,30,4.6,1,0,2,4,23,211,240,30,4.266666666666667,3,0,3,4,20,241,270,30,4.666666666666667,0,0,0,10,20,271,300,30,4.266666666666667,2,0,4,6,18
B00066XROE,1162642057000,1464121243000,1,120,120,3.85,15,10,14,20,61,121,150,30,4.4,1,0,5,4,20,151,180,30,4.0,5,2,0,4,19,181,210,30,4.1,2,1,5,6,16,211,240,30,4.233333333333333,3,1,1,6,19,241,270,30,4.133333333333334,2,1,5,5,17,271,300,30,3.7666666666666666,7,0,2,5,16
B00066XROO,1141104008000,1357313064000,1,120,120,4.475,3,6,5,23,83,121,150,30,4.866666666666666,0,0,1,2,27,151,180,30,4.566666666666666,1,0,1,7,21,181,210,30,4.166666666666667,4,1,1,4,20,211,240,30,4.733333333333333,0,1,0,5,24,241,270,30,4.366666666666666,1,3,1,4,21,271,300,30,4.6,1,0,1,6,22
B00067R5X2,1165536320000,1582949759571,1,120,120,3.0083333333333333,32,18,14,29,27,121,150,30,3.1666666666666665,11,1,1,6,11,151,180,30,3.066666666666667,9,3,4,5,9,181,210,30,3.5,6,5,0,6,13,211,240,30,3.8,6,1,3,3,17,241,270,30,3.7333333333333334,5,3,3,3,16,271,300,30,3.2,11,0,4,2,13
B00067REBU,1124146695000,1234875695000,1,120,120,4.275,12,3,4,22,79,121,150,30,4.4,1,2,1,6,20,151,180,30,3.8333333333333335,4,4,1,5,16,181,210,30,3.8666666666666667,4,1,5,5,15,211,240,30,3.933333333333333,3,1,6,5,15,241,270,30,3.8333333333333335,5,1,1,10,13,271,300,30,3.8666666666666667,3,3,3,7,14
B00067WBU4,1142780620000,1598145264276,1,120,120,4.433333333333334,4,6,7,20,83,121,150,30,3.933333333333333,4,0,4,8,14,151,180,30,3.933333333333333,4,3,2,3,18,181,210,30,3.8,5,2,3,4,16,211,240,30,3.5,7,1,5,4,13,241,270,30,3.8333333333333335,7,0,3,1,19,271,300,30,4.233333333333333,3,0,4,3,20
B00067WCM6,1261942081000,1557273446656,1,120,120,3.8833333333333333,15,10,11,22,62,121,150,30,4.133333333333334,4,1,1,5,19,151,180,30,4.066666666666666,5,1,0,5,19,181,210,30,3.7666666666666666,5,2,3,5,15,211,240,30,3.9,5,2,1,5,17,241,270,30,3.7333333333333334,5,4,2,2,17,271,300,30,4.133333333333334,4,2,1,2,21
B0006861RC,1179125773000,1451686879000,1,120,120,3.558333333333333,15,11,27,26,41,121,150,30,4.0,0,5,3,9,13,151,180,30,3.7,4,3,4,6,13,181,210,30,3.5,3,5,6,6,10,211,240,30,3.8,3,2,5,8,12,241,270,30,3.066666666666667,5,4,11,4,6,271,300,30,3.566666666666667,5,1,6,8,10
B00068M52C,1189062817000,1432497053000,1,120,120,4.683333333333334,2,1,8,11,98,121,150,30,4.666666666666667,0,0,3,4,23,151,180,30,4.633333333333334,1,1,0,4,24,181,210,30,4.4,1,1,2,7,19,211,240,30,4.5,2,1,0,4,23,241,270,30,4.5,0,2,3,3,22,271,300,30,4.6,1,2,0,2,25
B000690WNU,1140948161000,1422507655000,1,120,120,3.725,21,8,6,33,52,121,150,30,4.233333333333333,2,2,1,7,18,151,180,30,3.966666666666667,6,0,2,3,19,181,210,30,3.6333333333333333,6,2,2,7,13,211,240,30,3.7333333333333334,2,6,2,8,12,241,270,30,4.066666666666666,2,1,4,9,14,271,300,30,4.566666666666666,1,0,2,5,22
B0006A2ZTS,1264355274000,1490126432000,1,120,120,4.066666666666666,9,9,9,31,62,121,150,30,4.4,1,2,2,4,21,151,180,30,4.166666666666667,2,1,4,6,17,181,210,30,4.166666666666667,1,3,4,4,18,211,240,30,4.3,2,0,3,7,18,241,270,30,3.7333333333333334,6,1,4,3,16,271,300,30,4.066666666666666,0,4,5,6,15
B0006A2ZUW,1154618196000,1458492337000,1,120,120,3.2083333333333335,31,14,13,23,39,121,150,30,3.1666666666666665,9,3,4,2,12,151,180,30,2.966666666666667,9,6,2,3,10,181,210,30,2.7333333333333334,9,7,3,5,6,211,240,30,2.4,15,2,2,8,3,241,270,30,3.2333333333333334,6,5,5,4,10,271,300,30,3.2,6,7,2,5,10
B0006FLZXU,1249874329000,1583414208525,1,120,120,4.108333333333333,10,10,10,17,73,121,150,30,4.4,3,0,2,2,23,151,180,30,4.066666666666666,4,1,3,3,19,181,210,30,4.666666666666667,1,0,2,2,25,211,240,30,4.266666666666667,3,2,1,2,22,241,270,30,4.2,4,1,0,5,20,271,300,30,4.433333333333334,1,0,3,7,19
B0006FV8UK,1301919442000,1505874983404,1,120,120,4.166666666666667,11,5,11,19,74,121,150,30,4.333333333333333,1,1,2,9,17,151,180,30,4.266666666666667,3,1,3,1,22,181,210,30,3.6333333333333333,5,3,4,4,14,211,240,30,4.466666666666667,2,1,1,3,23,241,270,30,3.966666666666667,5,2,1,3,19,271,300,30,3.933333333333333,4,2,3,4,17
B0006GNYM4,1244401190000,1539878293323,1,120,120,4.533333333333333,3,4,9,14,90,121,150,30,4.433333333333334,2,1,2,2,23,151,180,30,4.466666666666667,0,1,2,9,18,181,210,30,4.533333333333333,0,2,1,6,21,211,240,30,4.366666666666666,2,1,3,2,22,241,270,30,4.2,0,2,6,6,16,271,300,30,4.733333333333333,0,1,2,1,26
B0006GQ8RW,1155148466000,1509942559251,1,120,120,4.5,6,3,6,15,90,121,150,30,4.533333333333333,2,0,1,4,23,151,180,30,4.633333333333334,1,0,1,5,23,181,210,30,4.466666666666667,1,2,0,6,21,211,240,30,3.7333333333333334,6,2,3,2,17,241,270,30,4.7,0,1,1,4,24,271,300,30,4.5,2,1,0,4,23
B0006GSR76,1207448613000,1425408200000,1,120,120,4.641666666666667,2,4,5,13,96,121,150,30,4.733333333333333,0,1,1,3,25,151,180,30,4.633333333333334,0,1,1,6,22,181,210,30,4.666666666666667,1,0,1,4,24,211,240,30,4.7,1,0,1,3,25,241,270,30,4.766666666666667,1,0,0,3,26,271,300,30,4.666666666666667,1,0,1,4,24
B0006H0JVW,1104779484000,1357885134000,1,120,120,4.433333333333334,4,4,9,22,81,121,150,30,4.5,1,1,2,4,22,151,180,30,4.4,1,2,2,4,21,181,210,30,4.366666666666666,3,0,1,5,21,211,240,30,4.5,2,0,1,5,22,241,270,30,4.266666666666667,4,1,1,1,23,271,300,30,4.466666666666667,0,3,1,5,21
B0006HU7VO,1100132447000,1481480829000,1,120,120,4.133333333333334,12,8,7,18,75,121,150,30,4.3,3,2,0,3,22,151,180,30,4.2,4,2,0,2,22,181,210,30,4.1,3,1,3,6,17,211,240,30,4.2,3,2,2,2,21,241,270,30,4.333333333333333,2,2,1,4,21,271,300,30,4.333333333333333,4,0,1,2,23
